wedge,makepatch_call_count,deletepatch_call_count
2123,110,93
2124,94,78
2125,63,46
2126,52,35
2127,33,19
2128,95,81
2129,86,71
2130,73,55
2131,60,42
2132,101,83
2133,74,59
2134,75,59
2135,69,50
2136,100,86
2137,60,44
2138,38,21
2139,89,68
2140,47,30
2141,47,33
2142,44,31
2143,53,36
2144,55,38
2145,32,17
2146,84,66
2147,54,35
2148,63,46
2149,55,39
2150,60,44
2151,44,28
2152,70,54
2153,40,28
2154,71,54
2155,57,40
2156,67,49
2157,65,48
2158,76,58
2159,71,56
2160,56,42
2161,75,57
2162,89,71
2163,62,46
2164,68,52
2165,112,93
2166,61,44
2167,71,55
2168,88,67
2169,131,109
2170,77,57
2171,67,49
2172,50,33
2173,92,75
2174,98,80
2175,78,62
2176,26,17
2177,77,56
2178,77,58
2179,58,39
2180,97,81
2181,100,80
2182,88,74
2183,74,56
2184,88,71
2185,60,41
2186,51,34
2187,44,29
2188,71,55
2189,65,47
2190,38,20
2191,78,61
2192,59,48
2193,48,37
2194,30,11
2195,17,0
2196,67,49
2197,47,25
2198,69,52
2199,69,47
2200,55,40
2201,69,55
2202,33,23
2203,31,20
2204,44,30
2205,64,51
2206,40,26
2207,46,32
2208,88,75
2209,84,69
2210,83,65
2211,50,32
2212,86,70
2213,20,3
2214,44,28
2215,69,57
2216,91,73
2217,100,81
2218,68,49
2219,65,48
2220,56,38
2221,53,36
2222,29,15
2223,92,77
2224,64,47
2225,97,80
2226,50,31
2227,49,34
2228,74,56
2229,71,51
2230,88,70
2231,112,92
2232,128,110
2233,70,48
2234,63,41
2235,60,38
2236,121,100
2237,23,9
2238,48,32
2239,27,12
2240,71,53
2241,89,71
2242,56,37
2243,106,84
2244,81,62
2245,102,83
2246,44,29
2247,93,75
2248,41,23
2249,35,16
2250,69,50
2251,54,37
2252,111,89
2253,71,53
2254,88,69
2255,39,19
2256,59,43
2257,93,76
2258,73,57
2259,70,46
2260,62,40
2261,48,32
2262,56,39
2263,125,105
2264,25,9
2265,48,31
2266,36,25
2267,35,21
2268,72,57
2269,70,52
2270,47,34
2271,44,32
2272,40,27
2273,58,47
2274,53,39
2275,58,46
2276,102,87
2277,50,36
2278,49,31
2279,72,55
2280,68,52
2281,72,54
2282,43,25
2283,83,64
2284,83,65
2285,102,87
2286,62,49
2287,56,42
2288,97,78
2289,42,26
2290,61,40
2291,69,52
2292,107,86
2293,81,58
2294,74,52
2295,105,85
2296,131,109
2297,70,49
2298,114,92
2299,82,61
2300,62,41
2301,119,97
2302,65,45
2303,102,86
2304,39,28
2305,55,37
2306,111,90
2307,68,45
2308,59,42
2309,81,60
2310,102,84
2311,69,49
2312,96,79
2313,54,33
2314,80,61
2315,98,79
2316,104,84
2317,67,49
2318,82,62
2319,51,31
2320,101,81
2321,94,76
2322,52,34
2323,75,60
2324,46,29
2325,69,53
2326,63,49
2327,101,85
2328,73,59
2329,36,24
2330,98,79
2331,82,68
2332,50,38
2333,65,50
2334,35,18
2335,106,91
2336,56,45
2337,66,51
2338,68,49
2339,85,69
2340,62,46
2341,32,17
2342,75,57
2343,74,55
2344,58,39
2345,74,60
2346,99,77
2347,69,46
2348,82,62
2349,83,67
2350,90,72
2351,77,57
2352,85,69
2353,54,36
2354,46,30
2355,30,16
2356,21,4
2357,76,59
2358,69,49
2359,95,74
2360,113,96
2361,97,79
2362,64,44
2363,84,65
2364,63,46
2365,71,52
2366,116,96
2367,67,49
2368,54,37
2369,62,43
2370,95,75
2371,88,69
2372,110,92
2373,84,66
2374,53,35
2375,132,113
2376,108,86
2377,77,59
2378,86,70
2379,68,50
2380,103,84
2381,88,71
2382,25,11
2383,42,25
2384,69,54
2385,87,70
2386,70,53
2387,59,47
2388,132,112
2389,74,58
2390,54,35
2391,70,57
2392,53,40
2393,53,40
2394,88,71
2395,68,53
2396,58,45
2397,72,57
2398,47,33
2399,114,92
2400,58,43
2401,49,30
2402,100,83
2403,77,58
2404,39,23
2405,82,61
2406,63,47
2407,57,41
2408,94,74
2409,53,36
2410,46,26
2411,45,25
2412,66,52
2413,55,36
2414,82,68
2415,76,61
2416,83,70
2417,72,53
2418,16,0
2419,75,62
2420,35,21
2421,80,64
2422,90,69
2423,69,49
2424,95,77
2425,135,109
2426,59,40
2427,90,71
2428,122,102
2429,51,33
2430,73,58
2431,46,28
2432,65,53
2433,63,44
2434,128,106
2435,117,94
2436,98,80
2437,98,79
2438,59,42
2439,49,31
2440,100,80
2441,91,71
2442,93,74
2443,44,27
2444,32,17
2445,43,33
2446,51,39
2447,58,41
2448,46,31
2449,43,31
2450,49,36
2451,47,33
2452,52,33
2453,47,32
2454,42,27
2455,95,78
2456,81,65
2457,123,105
2458,116,99
2459,79,65
2460,68,51
2461,103,84
2462,111,91
2463,103,88
2464,99,78
2465,79,63
2466,82,63
2467,56,41
2468,56,42
2469,58,42
2470,98,80
2471,95,75
2472,96,69
2473,98,84
2474,65,46
2475,111,90
2476,76,58
2477,79,63
2478,54,38
2479,77,58
2480,112,94
2481,89,70
2482,83,66
2483,53,34
2484,111,90
2485,65,46
2486,47,28
2487,74,61
2488,69,54
2489,60,44
2490,83,66
2491,65,49
2492,74,61
2493,95,79
2494,72,55
2495,39,24
2496,72,52
2497,158,136
2498,117,99
2499,84,63
2500,56,39
2501,72,54
2502,54,38
2503,41,27
2504,71,51
2505,64,46
2506,91,74
2507,76,56
2508,52,37
2509,51,39
2510,77,60
2511,64,48
2512,64,50
2513,84,69
2514,58,43
2515,92,76
2516,101,86
2517,71,55
2518,78,63
2519,60,45
2520,61,48
2521,95,81
2522,103,88
2523,135,117
2524,32,18
2525,49,35
2526,92,74
2527,73,59
2528,81,64
2529,57,40
2530,65,49
2531,66,51
2532,82,67
2533,85,69
2534,89,72
2535,83,64
2536,103,81
2537,73,59
2538,67,51
2539,55,37
2540,67,47
2541,99,84
2542,61,44
2543,104,86
2544,98,84
2545,67,51
2546,62,42
2547,98,80
2548,88,71
2549,58,41
2550,66,45
2551,81,62
2552,67,49
2553,102,84
2554,86,65
2555,55,35
2556,90,73
2557,75,56
2558,62,38
2559,75,61
2560,42,28
2561,105,86
2562,84,68
2563,41,17
2564,87,72
2565,76,61
2566,66,54
2567,76,61
2568,43,30
2569,50,37
2570,55,39
2571,70,54
2572,66,49
2573,92,75
2574,77,60
2575,76,57
2576,55,39
2577,36,20
2578,59,41
2579,61,49
2580,48,34
2581,31,17
2582,40,29
2583,58,43
2584,56,42
2585,26,12
2586,58,45
2587,56,40
2588,56,38
2589,85,69
2590,65,46
2591,36,19
2592,98,81
2593,48,36
2594,38,23
2595,89,72
2596,86,73
2597,59,42
2598,65,51
2599,80,63
2600,53,35
2601,24,9
2602,78,63
2603,98,81
2604,40,25
2605,101,85
2606,82,66
2607,88,71
2608,69,51
2609,49,33
2610,96,81
2611,67,49
2612,85,65
2613,91,74
2614,68,51
2615,88,71
2616,50,32
2617,80,64
2618,82,67
2619,74,57
2620,96,79
2621,65,49
2622,60,43
2623,64,44
2624,79,64
2625,95,79
2626,66,50
2627,51,30
2628,71,51
2629,105,84
2630,77,51
2631,109,91
2632,80,59
2633,103,78
2634,126,102
2635,69,50
2636,101,82
2637,94,74
2638,110,92
2639,75,54
2640,53,32
2641,69,53
2642,74,57
2643,76,58
2644,78,61
2645,108,90
2646,74,59
2647,63,46
2648,83,68
2649,74,59
2650,74,60
2651,58,41
2652,51,38
2653,63,50
2654,78,67
2655,89,73
2656,84,70
2657,33,19
2658,81,62
2659,93,74
2660,64,43
2661,65,46
2662,77,62
2663,117,101
2664,94,75
2665,95,77
2666,69,54
2667,79,64
2668,54,38
2669,83,68
2670,72,54
2671,51,38
2672,68,50
2673,58,41
2674,71,55
2675,80,62
2676,64,42
2677,47,29
2678,71,53
2679,65,49
2680,52,33
2681,65,49
2682,71,54
2683,53,38
2684,93,75
2685,109,93
2686,72,54
2687,99,81
2688,48,35
2689,96,75
2690,151,130
2691,82,58
2692,76,56
2693,99,83
2694,70,55
2695,85,70
2696,71,56
2697,76,60
2698,97,81
2699,73,53
2700,69,50
2701,104,87
2702,67,49
2703,71,53
2704,82,66
2705,88,73
2706,81,61
2707,32,15
2708,84,66
2709,59,45
2710,48,36
2711,59,47
2712,58,41
2713,59,45
2714,57,40
2715,98,80
2716,84,67
2717,52,36
2718,28,12
2719,111,91
2720,93,75
2721,94,77
2722,50,31
2723,39,28
2724,57,43
2725,37,23
2726,56,39
2727,86,69
2728,61,43
2729,50,33
2730,74,59
2731,80,65
2732,53,34
2733,41,25
2734,74,54
2735,73,59
2736,70,55
2737,95,75
2738,85,65
2739,43,23
2740,92,73
2741,63,45
2742,78,61
2743,80,63
2744,65,53
2745,18,8
2746,42,25
2747,83,67
2748,91,73
2749,60,43
2750,35,18
2751,95,77
2752,79,61
2753,96,79
2754,92,72
2755,63,47
2756,17,0
2757,75,55
2758,66,50
2759,66,51
2760,72,57
2761,55,41
2762,40,26
2763,58,37
2764,80,64
2765,57,41
2766,65,50
2767,71,56
2768,54,38
2769,95,81
2770,63,49
2771,91,74
2772,79,64
2773,72,57
2774,74,60
2775,62,48
2776,47,29
2777,35,21
2778,61,42
2779,65,49
2780,75,60
2781,51,35
2782,56,41
2783,72,54
2784,76,63
2785,92,76
2786,86,69
2787,65,52
2788,38,22
2789,58,43
2790,55,43
2791,59,43
2792,68,51
2793,102,85
2794,73,58
2795,88,69
2796,123,106
2797,55,39
2798,79,63
2799,93,74
2800,85,67
2801,77,56
2802,39,23
2803,60,44
2804,58,42
2805,75,61
2806,13,0
2807,80,65
2808,53,33
2809,83,68
2810,51,38
2811,75,59
2812,87,71
2813,106,90
2814,100,83
2815,94,73
2816,52,41
2817,79,66
2818,65,50
2819,78,60
2820,76,55
2821,67,50
2822,98,76
2823,57,38
2824,88,63
2825,94,71
2826,72,50
2827,68,51
2828,69,52
2829,91,72
2830,113,95
2831,69,52
2832,55,38
2833,63,46
2834,102,83
2835,110,92
2836,81,66
2837,64,49
2838,62,44
2839,84,68
2840,93,77
2841,91,76
2842,102,87
2843,83,68
2844,74,60
2845,36,18
2846,55,43
2847,67,53
2848,82,68
2849,44,27
2850,51,36
2851,61,46
2852,52,37
2853,98,80
2854,69,53
2855,46,29
2856,31,17
2857,118,102
2858,75,59
2859,96,81
2860,61,47
2861,108,86
2862,52,30
2863,127,107
2864,99,83
2865,79,60
2866,101,83
2867,77,57
2868,82,61
2869,98,79
2870,110,94
2871,59,34
2872,121,102
2873,92,76
2874,67,49
2875,50,36
2876,100,84
2877,53,36
2878,76,57
2879,77,58
2880,74,58
2881,70,52
2882,88,69
2883,86,67
2884,63,45
2885,76,54
2886,60,44
2887,37,17
2888,96,75
2889,88,71
2890,91,73
2891,80,61
2892,99,81
2893,46,28
2894,80,64
2895,80,63
2896,93,71
2897,57,38
2898,82,63
2899,88,75
2900,94,74
2901,65,45
2902,45,28
2903,109,90
2904,82,66
2905,102,82
2906,91,76
2907,100,80
2908,52,34
2909,98,77
2910,98,81
2911,82,64
2912,42,26
2913,74,56
2914,91,74
2915,61,47
2916,70,52
2917,59,41
2918,81,66
2919,42,25
2920,91,78
2921,78,63
2922,65,51
2923,72,57
2924,42,27
2925,73,51
2926,57,35
2927,52,36
2928,114,95
2929,86,73
2930,84,70
2931,64,47
2932,74,55
2933,73,54
2934,57,42
2935,71,51
2936,56,40
2937,47,32
2938,102,83
2939,69,50
2940,75,59
2941,77,57
2942,95,77
2943,97,75
2944,59,46
2945,73,52
2946,70,48
2947,106,86
2948,70,52
2949,69,54
2950,73,58
2951,111,91
2952,53,34
2953,74,53
2954,58,40
2955,67,52
2956,60,44
2957,64,46
2958,70,55
2959,54,35
2960,42,27
2961,74,55
2962,69,55
2963,84,69
2964,87,71
2965,106,85
2966,77,57
2967,52,33
2968,19,0
2969,63,47
2970,75,56
2971,79,61
2972,60,42
2973,68,51
2974,39,21
2975,56,42
2976,55,39
2977,29,16
2978,41,25
2979,72,56
2980,38,24
2981,63,51
2982,30,16
2983,71,58
2984,62,45
2985,80,68
2986,67,50
2987,87,71
2988,60,43
2989,108,93
2990,84,67
2991,92,75
2992,72,56
2993,104,85
2994,68,51
2995,41,24
2996,63,39
2997,70,53
2998,78,59
2999,76,59
3000,116,95
3001,65,49
3002,57,42
3003,61,43
3004,56,38
3005,50,34
3006,75,54
3007,90,69
3008,54,35
3009,106,89
3010,51,30
3011,61,44
3012,93,73
3013,65,47
3014,119,96
3015,113,92
3016,66,52
3017,68,49
3018,112,93
3019,61,49
3020,59,43
3021,86,66
3022,90,70
3023,70,55
3024,57,38
3025,28,13
3026,54,39
3027,123,106
3028,72,55
3029,73,57
3030,56,40
3031,91,72
3032,67,48
3033,75,57
3034,69,54
3035,85,63
3036,113,95
3037,79,65
3038,97,78
3039,43,30
3040,72,57
3041,69,51
3042,99,81
3043,95,78
3044,57,39
3045,50,37
3046,21,8
3047,36,22
3048,53,35
3049,128,111
3050,68,51
3051,64,46
3052,76,57
3053,56,41
3054,57,42
3055,98,72
3056,49,32
3057,71,49
3058,54,38
3059,73,56
3060,59,41
3061,37,22
3062,106,89
3063,76,57
3064,72,57
3065,68,53
3066,87,71
3067,53,40
3068,73,58
3069,64,49
3070,72,53
3071,96,72
3072,23,12
3073,43,27
3074,65,47
3075,76,60
3076,29,13
3077,88,72
3078,90,76
3079,69,55
3080,83,69
3081,59,45
3082,46,33
3083,67,51
3084,52,35
3085,30,15
3086,77,60
3087,73,54
3088,65,45
3089,65,49
3090,45,28
3091,73,55
3092,66,53
3093,50,35
3094,60,43
3095,87,69
3096,56,45
3097,60,39
3098,83,64
3099,99,81
3100,85,65
3101,69,49
3102,61,46
3103,122,104
3104,39,25
3105,50,37
3106,65,49
3107,60,44
3108,80,64
3109,61,47
3110,71,55
3111,71,57
3112,87,71
3113,81,63
3114,72,57
3115,74,57
3116,76,61
3117,64,50
3118,66,52
3119,79,67
3120,62,46
3121,52,37
3122,98,82
3123,58,41
3124,72,56
3125,69,51
3126,54,32
3127,66,49
3128,127,102
3129,107,85
3130,56,39
3131,54,39
3132,59,43
3133,79,62
3134,73,54
3135,74,58
3136,97,79
3137,68,49
3138,66,48
3139,97,81
3140,74,57
3141,58,39
3142,84,67
3143,68,50
3144,90,70
3145,72,54
3146,35,21
3147,78,62
3148,88,70
3149,46,28
3150,84,70
3151,84,68
3152,86,63
3153,111,90
3154,70,50
3155,83,64
3156,77,63
3157,63,49
3158,109,93
3159,26,9
3160,45,30
3161,46,27
3162,39,24
3163,27,11
3164,80,65
3165,58,44
3166,83,66
3167,77,58
3168,55,35
3169,59,39
3170,93,77
3171,88,70
3172,81,65
3173,52,35
3174,57,39
3175,51,37
3176,53,37
3177,54,39
3178,80,65
3179,58,46
3180,52,39
3181,31,17
3182,60,44
3183,58,45
3184,27,15
3185,42,29
3186,41,27
3187,100,82
3188,74,59
3189,52,30
3190,80,60
3191,71,52
3192,57,41
3193,64,45
3194,54,39
3195,52,38
3196,38,24
3197,64,47
3198,82,65
3199,29,14
3200,25,15
3201,91,77
3202,64,52
3203,41,25
3204,64,51
3205,64,46
3206,65,50
3207,92,71
3208,94,78
3209,101,83
3210,112,94
3211,90,72
3212,52,34
3213,113,94
3214,48,36
3215,30,17
3216,57,44
3217,49,37
3218,57,40
3219,45,31
3220,59,44
3221,37,21
3222,44,31
3223,84,66
3224,72,57
3225,65,39
3226,48,32
3227,64,49
3228,76,59
3229,24,10
3230,84,69
3231,61,48
3232,22,12
3233,54,43
3234,57,46
3235,38,25
3236,58,46
3237,39,24
3238,82,67
3239,52,38
3240,53,37
3241,46,32
3242,55,41
3243,71,58
3244,75,61
3245,64,51
3246,63,43
3247,47,31
3248,59,44
3249,52,40
3250,32,21
3251,48,34
3252,47,32
3253,67,50
3254,69,51
3255,75,55
3256,68,49
3257,95,78
3258,76,61
3259,94,80
3260,58,45
3261,70,57
3262,58,40
3263,68,49
3264,35,21
3265,86,70
3266,83,66
3267,50,32
3268,57,40
3269,77,62
3270,68,52
3271,72,56
3272,63,43
3273,69,55
3274,54,40
3275,56,39
3276,65,53
3277,90,73
3278,75,57
3279,48,34
3280,60,44
3281,61,45
3282,42,24
3283,73,55
3284,48,32
3285,70,54
3286,60,47
3287,50,30
3288,57,41
3289,75,58
3290,64,49
3291,47,35
3292,41,29
3293,77,65
3294,35,23
3295,87,71
3296,61,46
3297,90,71
3298,38,22
3299,79,62
3300,40,28
3301,73,58
3302,65,53
3303,38,26
3304,49,30
3305,75,59
3306,35,19
3307,101,82
3308,71,55
3309,80,65
3310,90,73
3311,76,61
3312,50,35
3313,85,69
3314,39,25
3315,33,16
3316,30,17
3317,50,35
3318,50,35
3319,58,43
3320,75,59
3321,74,58
3322,98,81
3323,62,46
3324,90,75
3325,60,47
3326,46,30
3327,78,56
3328,57,47
3329,26,10
3330,63,42
3331,103,81
3332,101,85
3333,87,66
3334,66,45
3335,79,57
3336,97,78
3337,71,49
3338,85,67
3339,52,32
3340,101,79
3341,99,81
3342,92,74
3343,106,89
3344,130,111
3345,62,47
3346,87,68
3347,15,0
3348,59,41
3349,64,47
3350,87,69
3351,73,55
3352,51,36
3353,87,64
3354,142,123
3355,83,62
3356,87,68
3357,68,54
3358,73,48
3359,44,27
3360,74,53
3361,46,26
3362,64,46
3363,86,69
3364,82,65
3365,86,68
3366,64,47
3367,63,47
3368,80,61
3369,68,53
3370,62,48
3371,55,38
3372,112,97
3373,90,77
3374,88,72
3375,72,55
3376,76,58
3377,81,56
3378,78,56
3379,69,55
3380,69,53
3381,65,48
3382,50,35
3383,75,61
3384,31,15
3385,57,42
3386,37,24
3387,37,25
3388,45,27
3389,52,38
3390,63,41
3391,76,61
3392,75,57
3393,56,39
3394,70,48
3395,67,50
3396,83,68
3397,67,48
3398,106,82
3399,124,104
3400,97,72
3401,110,88
3402,94,74
3403,104,84
3404,90,68
3405,65,47
3406,62,47
3407,71,57
3408,84,70
3409,73,57
3410,65,48
3411,41,25
3412,40,23
3413,48,31
3414,64,50
3415,73,59
3416,47,29
3417,37,23
3418,57,42
3419,89,71
3420,97,75
3421,70,55
3422,126,108
3423,86,68
3424,83,66
3425,58,41
3426,70,52
3427,61,42
3428,118,99
3429,76,58
3430,75,56
3431,50,30
3432,73,52
3433,78,60
3434,44,31
3435,157,133
3436,82,67
3437,60,43
3438,77,60
3439,43,29
3440,71,51
3441,85,62
3442,98,80
3443,49,33
3444,46,27
3445,69,50
3446,60,48
3447,30,18
3448,53,39
3449,40,23
3450,42,32
3451,44,30
3452,67,52
3453,81,67
3454,57,41
3455,44,27
3456,43,31
3457,67,56
3458,116,104
3459,37,16
3460,46,27
3461,115,96
3462,88,75
3463,50,33
3464,51,35
3465,80,65
3466,89,73
3467,69,50
3468,41,26
3469,48,32
3470,67,55
3471,34,15
3472,38,23
3473,108,91
3474,80,64
3475,66,49
3476,83,64
3477,54,39
3478,53,37
3479,55,39
3480,35,22
3481,51,38
3482,53,36
3483,66,50
3484,33,18
3485,71,55
3486,47,28
3487,29,16
3488,43,28
3489,24,7
3490,64,47
3491,81,62
3492,60,43
3493,113,96
3494,102,82
3495,43,23
3496,91,73
3497,104,79
3498,64,47
3499,80,61
3500,73,54
3501,46,25
3502,47,23
3503,116,95
3504,87,65
3505,71,52
3506,93,78
3507,118,101
3508,119,99
3509,82,69
3510,87,66
3511,71,52
3512,96,78
3513,70,58
3514,69,48
3515,44,28
3516,91,75
3517,37,15
3518,66,48
3519,79,61
3520,62,47
3521,34,21
3522,62,46
3523,48,31
3524,78,61
3525,69,55
3526,79,62
3527,77,56
3528,91,71
3529,71,52
3530,98,76
3531,103,85
3532,56,40
3533,47,27
3534,33,17
3535,30,13
3536,60,47
3537,64,46
3538,68,53
3539,40,25
3540,86,68
3541,73,59
3542,69,54
3543,79,66
3544,52,36
3545,55,40
3546,81,66
3547,50,36
3548,69,54
3549,110,93
3550,56,36
3551,49,35
3552,69,58
3553,28,18
3554,44,32
3555,59,46
3556,37,28
3557,12,0
3558,39,24
3559,78,63
3560,30,18
3561,71,52
3562,89,74
3563,62,43
3564,31,9
3565,58,36
3566,120,99
3567,109,88
3568,81,58
3569,100,74
3570,68,52
3571,76,63
3572,70,55
3573,53,36
3574,90,71
3575,50,32
3576,49,32
3577,83,67
3578,79,59
3579,66,48
3580,112,94
3581,52,36
3582,76,57
3583,66,47
3584,31,20
3585,70,57
3586,40,24
3587,85,66
3588,33,16
3589,49,33
3590,101,85
3591,88,70
3592,77,61
3593,114,96
3594,78,63
3595,72,55
3596,16,1
3597,114,97
3598,23,13
3599,60,48
3600,96,82
3601,53,35
3602,62,45
3603,127,109
3604,61,41
3605,66,48
3606,56,43
3607,71,54
3608,64,48
3609,93,80
3610,55,41
3611,40,27
3612,72,56
3613,80,64
3614,26,8
3615,69,53
3616,89,69
3617,34,20
3618,84,61
3619,88,72
3620,95,76
3621,108,84
3622,43,23
3623,73,57
3624,84,65
3625,59,40
3626,84,64
3627,91,72
3628,79,62
3629,65,49
3630,68,51
3631,66,48
3632,94,80
3633,135,117
3634,70,55
3635,55,39
3636,95,81
3637,61,43
3638,18,6
3639,55,40
3640,90,73
3641,32,18
3642,60,45
3643,67,49
3644,52,36
3645,68,50
3646,66,47
3647,68,51
3648,63,51
3649,78,62
3650,77,59
3651,48,32
3652,64,49
3653,53,33
3654,83,70
3655,72,57
3656,100,83
3657,71,56
3658,70,55
3659,168,150
3660,73,57
3661,62,44
3662,74,58
3663,70,55
3664,77,65
3665,74,58
3666,66,48
3667,64,44
3668,78,59
3669,59,40
3670,26,12
3671,72,58
3672,75,52
3673,73,56
3674,44,28
3675,74,53
3676,108,89
3677,108,92
3678,47,32
3679,70,50
3680,82,62
3681,91,71
3682,76,55
3683,61,44
3684,74,55
3685,110,88
3686,90,72
3687,86,68
3688,69,52
3689,66,47
3690,44,27
3691,94,78
3692,83,68
3693,74,58
3694,75,60
3695,100,84
3696,56,42
3697,140,120
3698,61,44
3699,58,43
3700,28,11
3701,78,61
3702,53,37
3703,89,70
3704,128,110
3705,51,36
3706,34,23
3707,68,52
3708,40,26
3709,74,57
3710,33,16
3711,65,50
3712,43,33
3713,39,23
3714,92,75
3715,71,56
3716,72,60
3717,10,0
3718,57,46
3719,60,46
3720,73,55
3721,46,35
3722,70,56
3723,53,42
3724,47,38
3725,56,42
3726,60,46
3727,37,21
3728,70,54
3729,65,47
3730,59,40
3731,54,36
3732,45,31
3733,70,56
3734,60,45
3735,80,64
3736,44,32
3737,74,57
3738,56,44
3739,72,61
3740,54,38
3741,62,47
3742,69,55
3743,70,53
3744,41,25
3745,64,42
3746,97,74
3747,53,37
3748,98,82
3749,53,40
3750,59,45
3751,64,50
3752,50,38
3753,49,35
3754,94,75
3755,63,47
3756,66,52
3757,83,66
3758,60,45
3759,50,35
3760,83,65
3761,79,65
3762,69,51
3763,82,66
3764,85,70
3765,28,15
3766,53,37
3767,32,21
3768,27,17
3769,43,31
3770,77,61
3771,74,59
3772,71,56
3773,34,21
3774,78,62
3775,32,20
3776,35,22
3777,48,33
3778,69,53
3779,54,41
3780,74,60
3781,32,22
3782,28,16
3783,83,69
3784,53,38
3785,59,47
3786,53,41
3787,74,60
3788,73,60
3789,69,55
3790,45,33
3791,60,42
3792,60,48
3793,41,23
3794,44,28
3795,92,74
3796,96,81
3797,85,68
3798,49,35
3799,64,49
3800,32,19
3801,59,46
3802,69,56
3803,47,35
3804,94,79
3805,63,52
3806,80,61
3807,81,63
3808,66,51
3809,55,36
3810,75,59
3811,35,23
3812,56,41
3813,67,53
3814,57,42
3815,70,54
3816,57,43
3817,67,51
3818,39,25
3819,58,46
3820,43,33
3821,21,7
3822,37,24
3823,65,51
3824,40,29
3825,46,33
3826,35,24
3827,56,41
3828,62,49
3829,34,22
3830,44,34
3831,46,33
3832,70,56
3833,65,51
3834,81,64
3835,97,81
3836,41,27
3837,82,68
3838,69,54
3839,68,52
3840,39,29
3841,57,41
3842,79,61
3843,63,44
3844,82,64
3845,72,57
3846,94,73
3847,97,79
3848,84,65
3849,86,69
3850,87,69
3851,72,55
3852,46,27
3853,78,57
3854,94,74
3855,104,80
3856,79,58
3857,75,56
3858,55,36
3859,88,74
3860,66,51
3861,61,46
3862,71,54
3863,48,34
3864,76,61
3865,75,60
3866,89,73
3867,49,31
3868,65,48
3869,62,49
3870,51,36
3871,91,73
3872,120,100
3873,73,57
3874,75,61
3875,82,63
3876,47,32
3877,66,48
3878,27,9
3879,66,45
3880,83,63
3881,71,54
3882,44,29
3883,76,59
3884,42,28
3885,63,46
3886,92,76
3887,62,48
3888,110,93
3889,61,42
3890,84,69
3891,89,74
3892,54,38
3893,58,46
3894,87,73
3895,47,34
3896,91,74
3897,76,59
3898,79,62
3899,69,52
3900,40,24
3901,57,37
3902,65,46
3903,63,46
3904,91,77
3905,112,95
3906,93,73
3907,43,26
3908,87,71
3909,75,53
3910,75,54
3911,45,30
3912,89,70
3913,57,40
3914,80,66
3915,71,53
3916,61,43
3917,106,90
3918,64,43
3919,84,66
3920,88,73
3921,72,53
3922,88,68
3923,55,39
3924,85,69
3925,87,71
3926,58,40
3927,84,65
3928,88,71
3929,59,41
3930,66,49
3931,74,55
3932,69,52
3933,53,40
3934,83,68
3935,65,48
3936,89,70
3937,74,52
3938,73,56
3939,71,55
3940,67,50
3941,52,35
3942,71,54
3943,80,61
3944,88,68
3945,53,36
3946,50,37
3947,107,91
3948,74,59
3949,46,32
3950,58,41
3951,85,70
3952,59,41
3953,93,78
3954,44,26
3955,48,32
3956,13,0
3957,58,46
3958,82,69
3959,50,35
3960,76,62
3961,98,79
3962,78,63
3963,69,51
3964,46,32
3965,75,59
3966,70,50
3967,61,48
3968,49,35
3969,93,74
3970,107,87
3971,80,63
3972,81,66
3973,54,31
3974,67,51
3975,98,73
3976,97,74
3977,66,49
3978,74,56
3979,25,8
3980,68,53
3981,74,59
3982,45,32
3983,60,44
3984,57,42
3985,14,0
3986,54,34
3987,64,46
3988,97,78
3989,86,69
3990,57,43
3991,21,6
3992,78,62
3993,51,39
3994,59,44
3995,63,47
3996,62,46
3997,55,42
3998,106,89
3999,57,40
4000,56,41
4001,132,114
4002,37,23
4003,69,58
4004,77,65
4005,61,47
4006,58,41
4007,48,32
4008,47,28
4009,24,10
4010,91,77
4011,63,52
4012,51,38
4013,50,36
4014,53,37
4015,54,42
4016,91,77
4017,92,75
4018,56,41
4019,62,47
4020,55,42
4021,44,26
4022,38,24
4023,37,23
4024,64,52
4025,54,39
4026,41,24
4027,45,31
4028,73,57
4029,64,47
4030,40,24
4031,91,75
4032,40,21
4033,60,45
4034,60,47
4035,115,98
4036,47,31
4037,84,61
4038,58,43
4039,63,47
4040,70,51
4041,36,19
4042,89,71
4043,59,45
4044,106,88
4045,81,61
4046,74,58
4047,74,58
4048,39,23
4049,54,38
4050,68,53
4051,71,57
4052,55,43
4053,45,27
4054,57,39
4055,67,52
4056,71,55
4057,52,38
4058,74,60
4059,98,79
4060,81,64
4061,73,55
4062,97,81
4063,36,22
4064,28,15
4065,34,21
4066,48,37
4067,84,69
4068,72,59
4069,40,28
4070,65,49
4071,61,43
4072,75,54
4073,58,36
4074,105,88
4075,71,59
4076,65,52
4077,95,78
4078,64,50
4079,64,49
4080,52,35
4081,62,40
4082,72,53
4083,58,45
4084,57,44
4085,50,38
4086,35,22
4087,47,35
4088,63,51
4089,37,24
4090,67,54
4091,44,31
4092,65,50
4093,121,101
4094,93,73
4095,87,67
4096,52,40
4097,65,50
4098,86,72
4099,64,47
4100,102,84
4101,52,35
4102,38,21
4103,100,80
4104,89,68
4105,97,77
4106,95,78
4107,98,80
4108,76,56
4109,66,49
4110,97,77
4111,86,66
4112,36,19
4113,92,76
4114,85,69
4115,45,22
4116,105,85
4117,134,113
4118,70,49
