wedge,makepatch_call_count,deletepatch_call_count
4119,87,71
4120,83,70
4121,95,78
4122,67,51
4123,19,4
4124,68,50
4125,66,52
4126,85,70
4127,36,23
4128,69,50
4129,41,26
4130,40,26
4131,88,74
4132,25,15
4133,22,7
4134,55,45
4135,48,37
4136,56,44
4137,49,37
4138,45,32
4139,55,42
4140,63,49
4141,53,38
4142,88,72
4143,19,7
4144,10,0
4145,62,51
4146,39,26
4147,36,21
4148,54,33
4149,57,40
4150,69,56
4151,107,91
4152,82,66
4153,91,74
4154,71,59
4155,71,55
4156,62,44
4157,51,36
4158,69,56
4159,65,50
4160,56,42
4161,80,67
4162,81,63
4163,46,29
4164,95,80
4165,79,60
4166,84,66
4167,96,73
4168,68,48
4169,80,63
4170,72,55
4171,61,41
4172,52,35
4173,78,62
4174,92,75
4175,59,45
4176,66,49
4177,67,51
4178,70,53
4179,77,59
4180,110,92
4181,58,40
4182,54,34
4183,108,91
4184,104,87
4185,84,68
4186,67,49
4187,41,26
4188,74,58
4189,65,48
4190,65,46
4191,98,78
4192,72,53
4193,64,46
4194,59,46
4195,78,62
4196,74,60
4197,49,31
4198,101,85
4199,49,36
4200,63,49
4201,89,73
4202,57,44
4203,72,55
4204,65,50
4205,54,42
4206,62,48
4207,62,47
4208,70,59
4209,69,55
4210,42,29
4211,55,41
4212,39,23
4213,53,37
4214,73,59
4215,49,33
4216,19,2
4217,61,43
4218,46,32
4219,52,38
4220,41,27
4221,34,21
4222,58,44
4223,65,49
4224,57,45
4225,69,52
4226,76,60
4227,60,45
4228,84,68
4229,47,35
4230,41,26
4231,59,40
4232,59,43
4233,53,33
4234,51,32
4235,97,80
4236,132,113
4237,80,66
4238,82,60
4239,42,26
4240,58,43
4241,60,45
4242,91,77
4243,57,38
4244,94,75
4245,61,46
4246,35,20
4247,63,47
4248,57,42
4249,90,75
4250,78,60
4251,81,65
4252,78,63
4253,56,38
4254,55,41
4255,79,62
4256,64,47
4257,73,56
4258,43,31
4259,56,41
4260,51,38
4261,69,53
4262,43,30
4263,88,74
4264,59,46
4265,85,70
4266,48,33
4267,97,82
4268,57,40
4269,25,15
4270,92,75
4271,63,49
4272,94,81
4273,69,53
4274,46,26
4275,39,21
4276,64,48
4277,51,31
4278,69,55
4279,52,39
4280,82,65
4281,78,61
4282,63,47
4283,59,43
4284,55,38
4285,84,68
4286,86,69
4287,59,41
4288,64,49
4289,50,35
4290,59,39
4291,65,51
4292,56,40
4293,25,12
4294,80,63
4295,51,30
4296,18,1
4297,97,77
4298,95,76
4299,70,53
4300,89,67
4301,74,60
4302,41,23
4303,45,31
4304,90,77
4305,55,40
4306,58,43
4307,82,65
4308,55,38
4309,18,0
4310,72,56
4311,32,18
4312,61,47
4313,82,66
4314,87,68
4315,72,57
4316,78,60
4317,76,53
4318,63,49
4319,72,57
4320,87,74
4321,61,49
4322,53,40
4323,77,58
4324,58,42
4325,55,33
4326,92,76
4327,65,49
4328,101,86
4329,74,59
4330,76,55
4331,93,72
4332,64,45
4333,97,77
4334,102,81
4335,59,37
4336,91,74
4337,63,45
4338,60,41
4339,124,106
4340,75,58
4341,42,25
4342,75,58
4343,96,77
4344,140,121
4345,63,41
4346,85,67
4347,32,17
4348,54,42
4349,114,94
4350,64,50
4351,47,33
4352,21,12
4353,32,18
4354,80,63
4355,78,60
4356,62,41
4357,80,66
4358,63,48
4359,77,54
4360,68,54
4361,95,78
4362,35,19
4363,78,60
4364,43,29
4365,31,18
4366,72,58
4367,42,28
4368,66,50
4369,61,42
4370,89,73
4371,82,64
4372,80,65
4373,74,60
4374,53,39
4375,68,54
4376,80,60
4377,98,82
4378,93,78
4379,47,33
4380,87,65
4381,63,48
4382,132,113
4383,108,91
4384,104,81
4385,112,90
4386,83,68
4387,93,76
4388,112,91
4389,88,67
4390,103,85
4391,49,33
4392,94,68
4393,77,58
4394,85,56
4395,124,103
4396,91,73
4397,89,72
4398,87,70
4399,103,84
4400,77,57
4401,86,62
4402,94,74
4403,78,57
4404,77,59
4405,42,23
4406,95,76
4407,87,68
4408,69,52
4409,39,26
4410,81,67
4411,62,44
4412,68,56
4413,59,49
4414,15,3
4415,67,53
4416,35,18
4417,63,48
4418,75,61
4419,52,38
4420,69,54
4421,60,44
4422,76,57
4423,82,66
4424,101,85
4425,45,31
4426,35,17
4427,109,92
4428,65,51
4429,73,56
4430,72,56
4431,62,50
4432,39,27
4433,34,20
4434,48,35
4435,33,20
4436,61,43
4437,86,68
4438,69,53
4439,34,23
4440,36,23
4441,45,31
4442,44,32
4443,68,53
4444,86,69
4445,76,58
4446,98,79
4447,77,59
4448,125,105
4449,63,41
4450,39,20
4451,46,28
4452,88,67
4453,84,64
4454,63,48
4455,88,71
4456,77,55
4457,53,38
4458,115,93
4459,105,87
4460,92,69
4461,64,47
4462,75,58
4463,66,49
4464,45,26
4465,63,47
4466,122,102
4467,60,42
4468,93,73
4469,84,65
4470,80,59
4471,116,98
4472,109,89
4473,66,50
4474,59,43
4475,84,64
4476,70,52
4477,77,62
4478,40,25
4479,90,73
4480,45,34
4481,90,74
4482,96,77
4483,125,109
4484,84,70
4485,45,33
4486,57,43
4487,45,30
4488,48,30
4489,64,52
4490,77,64
4491,73,57
4492,87,72
4493,71,55
4494,65,53
4495,31,20
4496,71,56
4497,107,88
4498,81,64
4499,72,57
4500,77,62
4501,37,20
4502,66,49
4503,70,57
4504,48,30
4505,81,67
4506,49,35
4507,70,58
4508,53,38
4509,21,6
4510,68,53
4511,48,33
4512,70,57
4513,36,24
4514,43,29
4515,58,43
4516,69,52
4517,64,47
4518,31,17
4519,72,55
4520,56,38
4521,46,28
4522,79,60
4523,63,43
4524,84,63
4525,76,61
4526,61,43
4527,15,0
4528,35,20
4529,62,49
4530,78,66
4531,69,57
4532,60,45
4533,67,52
4534,54,38
4535,56,41
4536,80,65
4537,61,47
4538,88,72
4539,35,17
4540,45,30
4541,50,37
4542,49,37
4543,76,62
4544,45,30
4545,47,34
4546,52,39
4547,61,44
4548,47,32
4549,48,34
4550,41,28
4551,80,66
4552,54,41
4553,66,53
4554,64,52
4555,36,23
4556,90,78
4557,38,21
4558,62,45
4559,65,55
4560,82,69
4561,42,27
4562,64,50
4563,72,56
4564,42,24
4565,51,38
4566,63,49
4567,37,23
4568,20,10
4569,32,18
4570,50,35
4571,62,46
4572,40,23
4573,67,53
4574,62,47
4575,49,32
4576,46,35
4577,33,19
4578,66,51
4579,88,73
4580,61,42
4581,60,40
4582,54,37
4583,49,33
4584,70,53
4585,44,29
4586,81,59
4587,119,99
4588,83,61
4589,67,47
4590,56,39
4591,54,34
4592,109,88
4593,62,44
4594,49,34
4595,78,61
4596,62,45
4597,53,40
4598,76,57
4599,77,61
4600,62,42
4601,91,75
4602,70,56
4603,36,22
4604,48,33
4605,80,64
4606,47,34
4607,83,68
4608,47,38
4609,65,49
4610,92,76
4611,54,35
4612,74,57
4613,44,28
4614,83,67
4615,47,34
4616,43,28
4617,39,23
4618,86,64
4619,44,28
4620,41,25
4621,61,46
4622,42,28
4623,97,84
4624,73,59
4625,63,49
4626,85,68
4627,49,32
4628,60,45
4629,77,61
4630,70,52
4631,34,18
4632,24,4
4633,58,42
4634,69,53
4635,54,34
4636,77,57
4637,66,48
4638,76,58
4639,55,40
4640,94,76
4641,114,95
4642,72,53
4643,133,114
4644,122,99
4645,39,21
4646,69,46
4647,70,48
4648,83,60
4649,109,90
4650,101,86
4651,67,46
4652,77,54
4653,118,96
4654,103,83
4655,86,66
4656,109,88
4657,76,61
4658,84,69
4659,90,73
4660,54,37
4661,41,21
4662,51,38
4663,81,65
4664,101,79
4665,77,56
4666,82,61
4667,44,22
4668,75,55
4669,89,66
4670,91,73
4671,99,82
4672,67,48
4673,70,56
4674,86,69
4675,60,43
4676,51,37
4677,68,57
4678,41,28
4679,62,48
4680,43,28
4681,65,50
4682,63,48
4683,57,41
4684,77,63
4685,62,47
4686,25,11
4687,42,30
4688,65,52
4689,80,62
4690,114,97
4691,54,33
4692,78,65
4693,69,51
4694,57,40
4695,53,37
4696,113,94
4697,67,48
4698,48,29
4699,54,36
4700,46,30
4701,83,66
4702,76,60
4703,68,49
4704,91,77
4705,113,96
4706,74,50
4707,47,23
4708,78,51
4709,97,78
4710,69,46
4711,147,121
4712,91,71
4713,122,96
4714,102,83
4715,53,31
4716,65,42
4717,76,57
4718,56,39
4719,87,65
4720,67,46
4721,60,40
4722,64,48
4723,108,80
4724,123,102
4725,98,75
4726,104,85
4727,65,44
4728,86,63
4729,49,32
4730,127,106
4731,48,27
4732,51,30
4733,102,86
4734,41,24
4735,60,39
4736,42,29
4737,57,41
4738,79,62
4739,63,46
4740,71,54
4741,78,63
4742,44,29
4743,78,64
4744,68,52
4745,93,75
4746,79,61
4747,69,54
4748,83,68
4749,67,47
4750,45,28
4751,104,82
4752,102,86
4753,101,82
4754,50,36
4755,44,31
4756,52,36
4757,70,56
4758,80,65
4759,45,32
4760,89,73
4761,19,0
4762,69,48
4763,39,23
4764,40,24
4765,79,62
4766,93,72
4767,82,61
4768,117,95
4769,89,69
4770,79,59
4771,134,117
4772,46,29
4773,53,35
4774,72,55
4775,61,43
4776,89,69
4777,38,21
4778,62,47
4779,72,54
4780,76,55
4781,108,90
4782,82,68
4783,51,37
4784,81,65
4785,75,58
4786,64,42
4787,78,58
4788,57,40
4789,108,87
4790,105,82
4791,62,40
4792,45,28
4793,94,73
4794,92,76
4795,73,53
4796,70,54
4797,103,86
4798,73,53
4799,62,42
4800,93,76
4801,54,39
4802,73,57
4803,68,53
4804,32,11
4805,82,67
4806,100,83
4807,65,50
4808,59,46
4809,92,75
4810,73,60
4811,42,26
4812,70,55
4813,74,54
4814,135,117
4815,100,82
4816,106,87
4817,89,71
4818,82,62
4819,114,94
4820,93,77
4821,94,80
4822,57,40
4823,69,51
4824,53,38
4825,93,75
4826,98,76
4827,83,65
4828,44,29
4829,46,29
4830,40,22
4831,70,52
4832,142,117
4833,76,60
4834,62,43
4835,91,71
4836,105,85
4837,50,31
4838,70,50
4839,87,71
4840,60,44
4841,81,69
4842,56,45
4843,51,37
4844,48,36
4845,74,59
4846,46,28
4847,76,61
4848,87,72
4849,30,13
4850,97,81
4851,110,94
4852,62,43
4853,110,90
4854,96,75
4855,54,36
4856,80,63
4857,59,36
4858,86,71
4859,82,67
4860,71,58
4861,69,50
4862,67,51
4863,44,30
4864,29,18
4865,62,49
4866,84,70
4867,57,41
4868,46,31
4869,64,47
4870,63,49
4871,56,39
4872,49,38
4873,84,71
4874,73,57
4875,65,50
4876,72,50
4877,73,56
4878,75,56
4879,69,54
4880,69,51
4881,93,74
4882,80,65
4883,38,22
4884,63,49
4885,83,68
4886,54,43
4887,100,83
4888,71,57
4889,68,53
4890,85,67
4891,56,43
4892,56,43
4893,62,44
4894,52,34
4895,87,70
4896,81,63
4897,68,52
4898,76,62
4899,83,72
4900,115,99
4901,71,56
4902,73,53
4903,89,71
4904,87,71
4905,87,70
4906,51,33
4907,64,45
4908,69,53
4909,88,72
4910,84,66
4911,56,39
4912,38,21
4913,61,46
4914,55,41
4915,88,71
4916,54,37
4917,54,37
4918,69,52
4919,69,54
4920,84,67
4921,31,16
4922,41,26
4923,95,80
4924,43,28
4925,68,54
4926,45,29
4927,68,50
4928,64,46
4929,91,74
4930,66,47
4931,38,23
4932,53,39
4933,85,71
4934,58,42
4935,59,47
4936,89,73
4937,48,35
4938,102,87
4939,38,23
4940,70,52
4941,28,11
4942,61,44
4943,76,58
4944,68,52
4945,85,66
4946,88,71
4947,49,34
4948,45,32
4949,40,22
4950,101,83
4951,70,55
4952,60,44
4953,84,68
4954,65,52
4955,71,56
4956,92,77
4957,81,64
4958,115,96
4959,42,24
4960,92,78
4961,55,40
4962,96,79
4963,63,48
4964,92,73
4965,71,53
4966,58,40
4967,83,66
4968,74,59
4969,32,17
4970,69,56
4971,97,83
4972,63,42
4973,94,74
4974,56,38
4975,71,53
4976,63,44
4977,93,79
4978,84,65
4979,63,47
4980,60,43
4981,96,80
4982,50,32
4983,68,51
4984,66,49
4985,69,51
4986,58,44
4987,99,83
4988,48,34
4989,56,41
4990,53,38
4991,76,63
4992,26,18
4993,111,97
4994,59,42
4995,92,74
4996,67,51
4997,74,61
4998,53,36
4999,66,54
5000,58,42
5001,65,48
5002,63,48
5003,50,37
5004,63,48
5005,48,32
5006,69,49
5007,25,11
5008,58,43
5009,38,23
5010,71,56
5011,50,34
5012,62,45
5013,74,59
5014,51,39
5015,48,35
5016,54,35
5017,75,55
5018,82,66
5019,63,48
5020,67,51
5021,114,97
5022,76,58
5023,54,36
5024,29,13
5025,83,70
5026,61,50
5027,75,58
5028,46,31
5029,49,38
5030,35,24
5031,23,11
5032,34,21
5033,42,29
5034,44,35
5035,51,41
5036,40,27
5037,31,17
5038,65,45
5039,90,72
5040,65,50
5041,49,34
5042,115,98
5043,70,53
5044,58,40
5045,85,67
5046,65,51
5047,35,20
5048,43,29
5049,77,64
5050,58,40
5051,51,36
5052,55,41
5053,34,18
5054,54,40
5055,61,45
5056,57,41
5057,57,46
5058,78,62
5059,74,59
5060,28,15
5061,62,50
5062,49,36
5063,81,67
5064,40,26
5065,33,20
5066,33,20
5067,63,53
5068,50,36
5069,36,24
5070,46,30
5071,51,37
5072,102,87
5073,80,62
5074,72,54
5075,77,59
5076,76,56
5077,44,29
5078,62,48
5079,69,53
5080,84,65
5081,66,46
5082,99,82
5083,52,34
5084,118,101
5085,73,57
5086,53,36
5087,106,90
5088,69,54
5089,90,75
5090,79,66
5091,112,94
5092,79,61
5093,56,37
5094,88,69
5095,62,47
5096,74,58
5097,76,60
5098,54,36
5099,75,56
5100,59,44
5101,64,47
5102,110,91
5103,90,71
5104,56,37
5105,67,48
5106,68,48
5107,63,46
5108,70,54
5109,63,51
5110,80,64
5111,79,63
5112,72,57
5113,66,48
5114,46,30
5115,46,33
5116,65,52
5117,52,38
5118,57,42
5119,69,57
5120,45,33
5121,83,65
5122,64,48
5123,124,106
5124,58,38
5125,59,44
5126,91,76
5127,62,48
5128,41,27
5129,67,53
5130,42,29
5131,76,61
5132,53,40
5133,23,11
5134,62,51
5135,54,40
5136,68,53
5137,95,76
5138,86,70
5139,66,48
5140,41,26
5141,78,63
5142,64,49
5143,96,77
5144,55,37
5145,73,52
5146,94,74
5147,85,65
5148,102,83
5149,52,35
5150,88,71
5151,35,17
5152,73,58
5153,61,43
5154,25,8
5155,52,38
5156,92,78
5157,62,50
5158,94,77
5159,118,102
5160,61,47
5161,71,55
5162,85,71
5163,43,26
5164,51,34
5165,120,101
5166,59,41
5167,53,37
5168,73,55
5169,52,35
5170,91,76
5171,69,54
5172,72,56
5173,95,78
5174,39,23
5175,36,22
5176,87,72
5177,43,30
5178,35,22
5179,79,61
5180,95,80
5181,41,27
5182,20,9
5183,73,57
5184,48,30
5185,50,35
5186,67,51
5187,72,50
5188,58,41
5189,36,20
5190,51,35
5191,88,75
5192,64,50
5193,85,70
5194,64,48
5195,60,44
5196,92,74
5197,47,31
5198,75,57
5199,68,50
5200,65,51
5201,82,65
5202,47,30
5203,120,99
5204,101,86
5205,45,33
5206,48,36
5207,51,41
5208,69,57
5209,56,41
5210,37,22
5211,61,48
5212,57,43
5213,59,46
5214,52,40
5215,51,37
5216,40,28
5217,57,40
5218,74,57
5219,92,76
5220,70,59
5221,46,32
5222,107,90
5223,80,66
5224,67,52
5225,63,52
5226,78,63
5227,45,31
5228,80,63
5229,81,67
5230,84,72
5231,30,17
5232,67,52
5233,51,39
5234,88,71
5235,72,56
5236,70,57
5237,49,36
5238,58,42
5239,67,50
5240,50,36
5241,45,35
5242,80,65
5243,32,15
5244,29,13
5245,60,43
5246,50,34
5247,68,53
5248,45,34
5249,79,65
5250,80,61
5251,58,41
5252,105,87
5253,65,50
5254,58,42
5255,70,49
5256,32,15
5257,85,64
5258,118,99
5259,85,66
5260,39,22
5261,78,62
5262,59,44
5263,62,47
5264,35,19
5265,36,20
5266,80,64
5267,43,28
5268,35,22
5269,46,33
5270,88,70
5271,92,72
5272,50,33
5273,80,61
5274,99,83
5275,75,60
5276,56,38
5277,58,37
5278,98,74
5279,93,69
5280,119,101
5281,93,75
5282,42,25
5283,90,69
5284,115,92
5285,125,106
5286,68,48
5287,60,41
5288,92,68
5289,103,82
5290,67,49
5291,91,69
5292,71,52
5293,68,53
5294,61,40
5295,68,49
5296,67,47
5297,105,86
5298,73,53
5299,106,85
5300,66,48
5301,90,69
5302,85,69
5303,40,21
5304,75,61
5305,90,73
5306,81,63
5307,61,47
5308,92,78
5309,100,84
5310,53,40
5311,69,51
5312,74,58
5313,74,55
5314,92,71
5315,53,35
5316,90,75
5317,78,60
5318,87,75
5319,99,82
5320,22,2
5321,51,33
5322,74,60
5323,74,56
5324,73,56
5325,74,56
5326,46,30
5327,60,45
5328,39,23
5329,79,61
5330,71,52
5331,113,92
5332,78,60
5333,64,46
5334,52,33
5335,69,50
5336,66,52
5337,72,53
5338,115,95
5339,59,41
5340,48,30
5341,86,69
5342,62,44
5343,59,44
5344,74,60
5345,107,85
5346,96,77
5347,50,32
5348,104,87
5349,97,80
5350,100,83
5351,61,48
5352,104,85
5353,82,64
5354,92,71
5355,70,48
5356,101,80
5357,87,70
5358,95,73
5359,104,82
5360,97,73
5361,132,110
5362,79,56
5363,60,42
5364,93,77
5365,98,83
5366,120,100
5367,34,14
5368,64,46
5369,77,62
5370,85,67
5371,89,73
5372,89,73
5373,37,24
5374,92,74
5375,70,52
5376,52,41
5377,77,60
5378,56,41
5379,66,50
5380,84,66
5381,44,30
5382,94,77
5383,40,26
5384,66,47
5385,86,67
5386,59,43
5387,70,56
5388,36,18
5389,51,37
5390,54,33
5391,60,42
5392,75,57
5393,80,64
5394,59,42
5395,64,50
5396,74,58
5397,95,78
5398,42,26
5399,103,80
5400,45,28
5401,62,46
5402,78,56
5403,74,59
5404,64,43
5405,84,62
5406,100,80
5407,44,27
5408,60,38
5409,101,85
5410,56,40
5411,71,56
5412,53,36
5413,37,20
5414,77,62
5415,65,49
5416,81,63
5417,98,76
5418,83,67
5419,52,37
5420,85,69
5421,61,46
5422,34,16
5423,23,9
5424,71,57
5425,33,21
5426,49,35
5427,84,67
5428,50,35
5429,60,44
5430,83,70
5431,69,52
5432,102,85
5433,60,41
5434,92,66
5435,97,72
5436,100,77
5437,81,62
5438,75,59
5439,57,40
5440,48,32
5441,66,47
5442,67,50
5443,100,82
5444,100,81
5445,100,83
5446,65,49
5447,58,43
5448,89,71
5449,57,37
5450,83,65
5451,98,79
5452,57,38
5453,79,63
5454,45,27
5455,65,53
5456,90,72
5457,15,0
5458,43,28
5459,83,67
5460,52,37
5461,52,39
5462,28,15
5463,100,83
5464,99,83
5465,30,15
5466,48,33
5467,53,41
5468,35,18
5469,51,37
5470,74,57
5471,60,44
5472,72,55
5473,87,71
5474,82,65
5475,51,34
5476,53,36
5477,49,34
5478,44,33
5479,62,48
5480,65,47
5481,82,69
5482,64,49
5483,23,10
5484,47,35
5485,67,54
5486,15,0
5487,46,35
5488,44,33
5489,68,53
5490,73,58
5491,74,59
5492,88,70
5493,96,81
5494,72,56
5495,77,60
5496,45,27
5497,60,43
5498,88,71
5499,84,63
5500,65,47
5501,45,26
5502,90,70
5503,90,72
5504,30,20
5505,29,13
5506,58,41
5507,64,48
5508,78,64
5509,85,66
5510,132,113
5511,99,82
5512,59,35
5513,90,67
5514,121,99
5515,72,54
5516,58,39
5517,65,46
5518,48,29
5519,70,53
5520,50,29
5521,97,79
5522,112,95
5523,40,27
5524,74,56
5525,77,60
5526,53,38
5527,69,53
5528,71,50
5529,101,85
5530,77,58
5531,62,39
5532,59,40
5533,88,70
5534,73,57
5535,63,47
5536,93,77
5537,23,7
5538,37,24
5539,94,80
5540,33,15
5541,94,79
5542,51,37
5543,45,31
5544,52,40
5545,76,64
5546,20,2
5547,90,78
5548,52,37
5549,84,70
5550,74,59
5551,83,65
5552,71,55
5553,61,42
5554,109,87
5555,72,55
5556,87,63
5557,70,55
5558,73,57
5559,68,54
5560,60,42
5561,50,34
5562,124,106
5563,71,49
5564,63,46
5565,109,88
5566,64,46
5567,85,68
5568,125,107
5569,57,36
5570,47,27
5571,50,34
5572,58,46
5573,37,21
5574,98,80
5575,99,81
5576,67,46
5577,73,52
5578,73,54
5579,105,85
5580,90,70
5581,90,75
5582,15,0
5583,64,46
5584,51,35
5585,86,65
5586,82,65
5587,69,53
5588,69,51
5589,63,44
5590,55,39
5591,76,58
5592,64,47
5593,59,42
5594,73,54
5595,24,5
5596,87,69
5597,108,88
5598,100,86
5599,64,48
5600,66,51
5601,55,42
5602,77,64
5603,96,82
5604,41,21
5605,55,40
5606,54,38
5607,60,44
5608,42,31
5609,69,55
5610,69,53
5611,38,26
5612,47,31
5613,74,58
5614,85,66
5615,88,69
5616,75,61
5617,81,59
5618,73,52
5619,67,48
5620,83,64
5621,82,63
5622,85,67
5623,137,118
5624,67,47
5625,106,90
5626,67,54
5627,89,69
5628,88,68
5629,74,59
5630,51,35
5631,72,56
5632,31,19
5633,84,65
5634,72,56
5635,122,103
5636,74,56
5637,60,49
5638,59,44
5639,77,62
5640,28,12
5641,51,34
5642,79,62
5643,65,48
5644,59,43
5645,68,53
5646,22,7
5647,78,58
5648,58,38
5649,79,63
5650,86,69
5651,56,40
5652,65,49
5653,50,37
5654,78,60
5655,56,40
5656,99,80
5657,56,35
5658,70,47
5659,90,72
5660,133,112
5661,76,57
5662,69,50
5663,55,36
5664,91,71
5665,72,50
5666,111,87
5667,36,20
5668,95,80
5669,79,64
5670,83,67
5671,47,31
5672,95,78
5673,95,75
5674,45,27
5675,63,49
5676,80,65
5677,57,43
5678,84,69
5679,62,49
5680,46,34
5681,29,16
5682,83,69
5683,40,25
5684,56,40
5685,67,55
5686,50,40
5687,79,63
5688,90,76
5689,50,32
5690,65,48
5691,54,39
5692,72,55
5693,67,54
5694,72,54
5695,80,63
5696,36,19
5697,56,39
5698,63,43
5699,114,95
5700,71,53
5701,77,59
5702,40,22
5703,31,17
5704,71,54
5705,109,94
5706,82,64
5707,47,26
5708,64,44
5709,119,96
5710,113,97
5711,36,17
5712,66,50
5713,124,107
5714,63,45
5715,70,51
5716,49,31
5717,65,48
5718,60,41
5719,38,23
5720,68,50
5721,72,57
5722,84,64
5723,57,40
5724,41,22
5725,62,49
5726,92,76
5727,109,90
5728,66,51
5729,78,59
5730,54,35
5731,53,33
5732,55,39
5733,67,51
5734,44,28
5735,71,52
5736,84,66
5737,89,70
5738,47,30
5739,74,58
5740,81,61
5741,68,49
5742,86,66
5743,90,70
5744,69,53
5745,67,50
5746,69,51
5747,41,25
5748,66,52
5749,47,35
5750,28,14
5751,78,64
5752,67,54
5753,84,67
5754,73,57
5755,44,29
5756,44,29
5757,41,27
5758,86,69
5759,106,88
5760,59,51
5761,71,53
5762,78,55
5763,96,78
5764,143,121
5765,70,50
5766,74,55
5767,42,27
5768,64,45
5769,66,48
5770,90,67
5771,86,69
5772,54,37
5773,70,53
5774,73,54
5775,54,38
5776,60,43
5777,72,58
5778,86,67
5779,44,27
5780,55,40
5781,66,53
5782,84,67
5783,37,19
5784,92,72
5785,87,69
5786,64,46
5787,83,67
5788,23,4
5789,66,48
5790,63,46
5791,97,82
5792,87,68
5793,77,58
5794,50,27
5795,214,186
5796,72,52
5797,97,72
5798,43,26
5799,56,37
5800,74,57
5801,99,82
5802,55,39
5803,86,72
5804,51,36
5805,72,58
5806,94,77
5807,59,41
5808,74,58
5809,57,40
5810,113,94
5811,35,17
5812,54,42
5813,65,53
5814,58,44
5815,72,59
5816,62,49
5817,69,52
5818,55,44
5819,34,19
5820,90,74
5821,24,10
5822,80,64
5823,63,46
5824,69,55
5825,53,40
5826,78,60
5827,67,49
5828,73,55
5829,59,43
5830,146,124
5831,98,82
5832,127,104
5833,113,97
5834,86,67
5835,92,77
5836,85,65
5837,66,51
5838,59,41
5839,54,35
5840,97,81
5841,63,48
5842,101,80
5843,47,29
5844,79,61
5845,60,41
5846,93,73
5847,30,13
5848,48,29
5849,62,44
5850,71,52
5851,68,52
5852,64,45
5853,82,62
5854,87,65
5855,99,81
5856,58,36
5857,82,65
5858,93,74
5859,39,21
5860,78,57
5861,118,100
5862,104,83
5863,63,43
5864,53,35
5865,81,64
5866,73,58
5867,104,87
5868,103,83
5869,80,64
5870,76,57
5871,60,42
5872,53,35
5873,68,52
5874,53,38
5875,65,45
5876,62,47
5877,56,38
5878,62,50
5879,80,65
5880,64,52
5881,43,30
5882,58,44
5883,66,47
5884,69,51
5885,97,82
5886,78,65
5887,88,72
5888,69,55
5889,64,49
5890,45,30
5891,36,21
5892,30,17
5893,46,35
5894,49,36
5895,43,32
5896,31,18
5897,42,27
5898,34,22
5899,59,46
5900,67,52
5901,80,67
5902,83,72
5903,65,49
5904,52,35
5905,54,38
5906,51,36
5907,57,37
5908,58,38
5909,123,106
5910,57,43
5911,101,86
5912,119,100
5913,114,97
5914,51,33
5915,49,34
5916,96,80
5917,72,55
5918,43,24
5919,118,99
5920,50,33
5921,68,52
5922,62,43
5923,46,29
5924,71,57
5925,56,38
5926,110,92
5927,52,33
5928,41,27
5929,62,45
5930,85,68
5931,92,73
5932,86,64
5933,49,31
5934,50,33
5935,112,96
5936,54,38
5937,74,56
5938,53,37
5939,63,43
5940,76,63
5941,53,36
5942,73,58
5943,54,39
5944,101,86
5945,77,64
5946,72,55
5947,53,40
5948,81,68
5949,33,20
5950,62,48
5951,22,6
5952,68,53
5953,70,51
5954,65,48
5955,56,39
5956,36,22
5957,36,24
5958,48,31
5959,51,36
5960,60,43
5961,29,16
5962,56,42
5963,53,38
5964,71,54
5965,33,21
5966,63,48
5967,56,41
5968,39,24
5969,48,35
5970,69,54
5971,64,51
5972,61,45
5973,44,29
5974,67,50
5975,85,67
5976,84,69
5977,88,72
5978,37,20
5979,39,26
5980,45,30
5981,67,51
5982,55,36
5983,90,73
5984,82,61
5985,90,72
5986,48,33
5987,31,18
5988,41,27
5989,80,67
5990,66,50
5991,47,31
5992,23,10
5993,35,21
5994,76,58
5995,53,35
5996,50,34
5997,72,56
5998,63,51
5999,57,44
6000,36,16
6001,38,23
6002,45,34
6003,84,67
6004,45,33
6005,65,52
6006,81,67
6007,74,62
6008,71,59
6009,28,19
6010,50,39
6011,65,51
6012,51,38
6013,49,34
6014,15,0
6015,66,48
6016,46,31
6017,47,28
6018,95,77
6019,78,62
6020,80,64
6021,46,30
6022,78,61
6023,75,60
6024,62,49
6025,68,56
6026,49,33
6027,29,16
6028,58,42
6029,101,87
6030,66,51
6031,106,85
6032,45,27
6033,104,85
6034,86,69
6035,62,46
6036,73,58
6037,63,50
6038,60,47
6039,28,16
6040,45,32
6041,58,48
6042,48,37
6043,64,51
6044,46,35
6045,71,57
6046,42,28
6047,56,43
6048,57,42
6049,51,34
6050,65,50
6051,59,38
6052,75,59
6053,56,38
6054,70,50
6055,25,12
6056,67,53
6057,48,30
6058,82,66
6059,84,68
6060,51,38
6061,49,33
6062,99,77
6063,91,72
6064,48,33
6065,69,49
6066,87,70
6067,65,49
6068,37,22
6069,95,80
6070,102,85
6071,34,17
6072,64,44
6073,67,49
6074,109,90
6075,72,54
6076,61,47
6077,64,45
6078,64,50
6079,64,48
6080,40,26
6081,77,61
6082,52,39
6083,61,50
6084,36,21
6085,34,17
6086,76,60
6087,50,37
6088,63,47
6089,85,70
6090,51,38
6091,91,75
6092,51,41
6093,89,74
6094,77,64
6095,65,46
6096,93,73
6097,46,28
6098,86,70
6099,83,65
6100,39,21
6101,62,47
6102,63,48
6103,55,40
6104,77,60
6105,66,54
6106,62,48
6107,57,44
6108,97,79
6109,60,40
6110,90,71
6111,51,35
6112,96,79
6113,30,17
6114,57,44
