event_no,0
1599,490
4394,487
2425,483
4728,481
2309,475
5361,474
1651,474
2253,474
2307,470
1135,470
2299,469
5435,467
1586,466
4392,466
2966,465
2630,465
918,465
51,465
2298,465
4726,464
1560,464
1600,464
1652,464
4108,463
2297,463
1995,463
3621,463
2252,463
1287,462
2229,462
5617,462
1431,461
1883,461
2294,461
3875,460
2316,460
1644,460
1886,460
1587,460
1537,460
1873,460
1589,459
1565,458
4458,458
5797,458
2231,457
2689,457
4727,457
1590,457
2318,456
3014,456
115,456
5360,456
2953,456
1168,456
5556,456
4093,456
5291,455
1577,455
3501,454
4730,454
1562,454
1998,454
1245,454
3567,454
5832,454
1574,453
1503,453
3578,453
1128,453
5433,452
4707,452
1887,452
3502,452
2300,452
1602,451
1601,451
1617,451
1874,451
6320,451
1553,451
1229,451
1389,450
3015,450
2426,450
4835,450
2945,450
3565,450
2825,450
1650,450
5297,449
1592,449
1559,449
5975,449
1588,449
4395,449
2293,449
2996,449
5554,449
78,448
5621,448
2893,448
3401,448
2296,448
4768,448
4105,448
6225,448
2295,448
4711,448
1526,448
260,448
29,448
127,447
4723,447
3503,447
2302,447
3853,447
4825,446
2690,446
1137,446
2028,446
4115,446
4110,446
2951,446
2009,446
5618,445
4446,445
42,445
1127,445
5623,445
5624,445
6135,445
2292,445
736,445
1572,445
1969,445
774,445
2230,444
3576,444
1591,444
1872,444
6165,444
5368,444
2894,444
4464,444
5778,444
5660,443
1876,443
1613,443
849,443
3852,443
6326,443
5662,443
2472,443
4385,443
3855,443
3682,443
6239,443
3690,443
2422,443
117,443
4766,442
3000,442
517,442
2371,442
4705,442
4834,442
3850,442
2423,442
1563,442
2896,442
2259,442
1994,442
3581,442
3580,442
1326,441
5041,441
3529,441
5622,441
5661,441
1279,441
5372,441
2030,441
5718,441
2235,441
1126,441
2484,441
1578,441
3685,441
1133,441
5314,441
2181,441
14,440
412,440
4393,440
1884,440
5665,440
3003,440
2563,440
1648,440
2410,440
15,440
4168,440
2380,440
2824,440
3574,440
1519,440
5278,440
5437,439
2301,439
36,439
2947,439
4167,439
2900,439
3989,439
1213,439
266,439
6062,439
1604,439
5436,439
5362,439
5358,439
1877,439
1561,438
2027,438
781,438
4459,438
530,438
2312,438
4119,438
1484,438
2232,438
2485,438
231,438
5359,438
3899,438
2191,438
214,438
1888,437
5371,437
2373,437
2370,437
4800,437
3338,437
3190,437
2826,437
4331,437
5273,437
1653,437
53,437
2486,437
4104,437
2320,437
2481,437
2628,437
824,437
2691,436
2965,436
1142,436
5501,436
892,436
3356,436
2632,436
4708,436
2719,436
4618,436
4398,436
1263,436
2306,436
3403,436
16,436
211,436
4696,436
6237,436
1828,436
1132,436
840,435
3530,435
5585,435
5105,435
1663,435
2321,435
4816,435
626,435
3126,435
5367,435
1584,435
1662,435
2361,435
2098,435
1163,435
2631,435
3191,435
225,435
906,435
4117,435
3976,435
6017,435
1880,435
3337,434
329,434
5723,434
5740,434
2238,434
324,434
3193,434
100,434
5345,434
577,434
5369,434
5434,434
38,434
3517,434
2244,434
2946,434
4832,434
1594,434
39,434
5795,434
1603,434
2496,434
3420,434
2029,434
3918,434
3255,434
3915,434
1227,433
1892,433
121,433
2317,433
5106,433
2968,433
2898,433
2998,433
2254,433
2411,433
2949,433
2346,433
3877,433
2399,433
3336,433
5658,433
3626,433
1546,433
327,433
2561,433
330,433
2311,433
3970,433
2170,433
1946,433
2482,433
1654,433
3681,433
1870,433
5284,432
6164,432
5,432
5710,432
2629,432
4786,432
5123,432
1618,432
2408,432
1861,432
586,432
5553,432
2421,432
4118,432
4377,432
1982,432
741,432
2314,432
4250,432
4037,432
3847,432
5313,432
1504,432
1875,432
1162,432
2017,432
722,432
5165,432
4179,432
2122,431
431,431
4300,431
2369,431
739,431
1614,431
1960,431
3399,431
4106,431
1246,431
92,431
3568,431
6124,431
49,431
5146,431
1743,431
832,431
2169,431
323,431
2303,431
2168,431
124,431
2428,431
3042,431
2263,431
2633,431
4826,431
4781,431
3307,431
5913,431
2575,431
3145,431
44,430
3504,430
3925,430
5729,430
2636,430
123,430
2892,430
3697,430
4853,430
5916,430
5577,430
2178,430
1889,430
3343,430
448,430
1278,430
4767,430
5270,430
1353,430
2364,430
1286,430
603,430
1354,430
2365,430
3973,429
3491,429
4819,429
2627,429
1209,429
495,429
2434,429
4793,429
3358,429
5356,429
3148,429
417,429
3851,429
2686,429
1736,429
5620,429
4669,429
5443,429
5784,429
1272,429
2701,429
4456,429
3854,429
3512,429
4095,429
5441,429
4854,429
425,429
4798,428
1170,428
2999,428
1580,428
2216,428
4635,428
2217,428
1544,428
1616,428
5655,428
4355,428
1885,428
3001,428
4359,428
4818,428
5569,428
2012,428
2931,428
823,428
352,428
3906,428
364,428
5405,428
4251,428
2376,428
2010,428
5285,428
4344,427
438,427
4587,427
2699,427
4876,427
1557,427
1581,427
4334,427
48,427
4713,427
2641,427
3442,427
5338,427
4729,427
3672,427
4380,426
4460,426
165,426
2948,426
723,426
4107,426
2177,426
845,426
2827,426
917,426
3071,426
2564,426
322,426
2283,426
13,426
2101,426
1315,426
5317,426
2424,426
5399,426
1521,426
1548,426
2799,426
2250,426
81,426
4644,426
1485,426
5352,426
1645,426
5518,426
1646,426
738,426
528,426
3916,426
5555,426
4099,426
171,426
979,426
3731,426
2218,425
594,425
3569,425
2909,425
3575,425
1160,425
77,425
2815,425
3579,425
5168,425
835,425
834,425
2895,425
4771,425
43,425
3971,425
328,425
5531,425
2801,425
2413,425
3564,425
2284,425
5844,425
1321,425
2359,425
5627,425
5711,425
4789,425
5159,425
5800,425
1167,425
2684,425
6163,424
4655,424
3680,424
2245,424
4827,424
1948,424
1916,424
4753,424
4457,424
2660,424
625,424
4401,424
1527,424
2233,424
4153,424
2663,424
1951,424
4632,424
3006,424
1627,424
5290,424
3009,424
2243,424
2905,424
2974,424
2536,424
1867,424
1288,424
4706,424
2943,424
3914,424
981,424
1141,424
1598,424
1195,424
8,423
2427,423
5659,423
1283,423
5514,423
1520,423
4109,423
3097,423
3616,423
4151,423
3098,423
5289,423
5203,423
785,423
2635,423
7,423
1274,423
775,423
2002,423
2926,423
3886,423
2255,423
5355,423
5402,423
1823,423
1597,423
5766,423
611,423
1545,423
5713,423
1539,423
4356,423
1324,423
3342,423
3500,423
5147,423
769,423
312,423
737,423
3898,423
309,423
3144,423
3339,423
2885,423
311,423
67,422
838,422
3133,422
4468,422
4985,422
3963,422
1058,422
2845,422
883,422
4479,422
1570,422
3029,422
2882,422
2441,422
1649,422
1893,422
4192,422
4725,422
4653,422
5277,422
1623,422
4337,422
4336,422
4073,422
9,422
2247,422
5974,422
2706,422
3,422
1134,422
2435,422
2258,422
1516,422
1868,422
5187,422
1507,422
5495,422
2260,422
505,422
3849,422
6243,421
3004,421
468,421
889,421
6238,421
3416,421
1629,421
2220,421
5557,421
4749,421
771,421
4671,421
2239,421
1655,421
1136,421
851,421
3018,421
259,421
4121,421
2257,421
3643,421
4116,421
320,421
1976,421
3013,421
3628,421
3627,421
5247,421
1010,421
5384,421
1242,421
4790,421
3527,421
4652,421
5366,421
4760,421
5854,421
4449,421
5801,421
2183,421
2185,421
5513,421
600,421
3981,421
40,421
724,421
1879,421
3340,421
1558,421
41,421
895,421
1532,421
3398,421
734,421
5299,421
1540,421
2360,420
1325,420
4656,420
5529,420
2993,420
2925,420
2021,420
2460,420
3978,420
5663,420
5390,420
1862,420
5281,420
318,420
2347,420
335,420
5724,420
5404,420
3010,420
5908,420
1012,420
5699,420
2471,420
2592,420
784,420
1742,420
1524,420
54,420
3686,420
4059,420
4836,420
4806,420
5417,420
3431,420
5977,420
5103,420
4799,420
547,420
2450,420
2727,420
1784,420
3499,420
1275,420
3531,420
5204,420
859,420
5619,420
2994,420
5042,420
821,419
126,419
2964,419
1741,419
5846,419
1161,419
2967,419
5576,419
3209,419
1273,419
6200,419
2104,419
893,419
4643,419
3012,419
5374,419
1430,419
1576,419
1882,419
2162,419
1154,419
5166,419
3987,419
456,419
2928,419
3514,419
432,419
3622,419
1661,419
1830,419
1996,419
5697,419
598,419
2024,419
1232,419
226,419
790,419
227,419
1824,419
970,418
5649,418
2025,418
5444,418
5656,418
3011,418
1244,418
